text,label
فيني استفسر بشي,X X X
عايزة اشوف منيو المشروبات بستاربكس,X X X X X
اشلونكم,X
لو سمحت تضيفلي وجبة الجراند تشيكن,X X X ItemName ItemName ItemName
فيك تفرجيني قائمة تغيير البيانات,X X X X X
ازاي بسجل رقم الموبايل,X X X X
عايز اطلب 3 بيف برجر منغير كاتشب,X X itemnumber ItemName ItemName Exclude Topping_Exclude
ايش بدي سوي,X X X
ارني الاوردر,X X
اعرضلي الطلبات الي طلبتها,X X X X
حابب ابدل اللغه الى العربيه,X X X X Language
قفقبببيرؤ ريبيل,X X
كنت عايز اغير لغة التواصل,X X X X X
اريدك ترسلي تفاصيل الكارت مالي,X X X X X
فيني تابع الاوردر تبعي,X X X X
انا بدي اطلب 2 بيتزا بيبروني كبار,X X X itemnumber ItemName ItemName ItemSize
هحط عنواني,X X
اعرضلي طلبي المعتاد,X X X
رجعني للقائمة الرئيسية,X X X
اريد اغير اللغة للانجليزية,X X X Language
ابي نفر بريانى دجاج,X itemnumber ItemName ItemName
ابي اللغة العربية,X X Language
عايز اشوف الطلبات السابقة,X X X X
ممكن منيو اكتوبر,X X X
فيك تعرضلي الطلب المفضل,X X X X
بيوصل في اد ايه,X X X X
عايز احدث العنوان,X X X
كيفاش اعمل update لرقم الموبايل,X X X X X
ابي ارجع للقائمة الرئيسية,X X X X
اطلب 3 اطباق كشري و زود تقلية,X itemnumber ItemName ItemName X Include Topping_Include
وريني الاوردرات الي طلبتها قبل كدا,X X X X X X
ممكن اتابع الأوردر,X X X
انا عايز ادفع لو سمحت,X X X X X
عايزة اعرف بطلب اوردر ازاي,X X X X X
فيك تزودني بالفاتورة,X X X
فيني شوف الطلبات اذا بتريد,X X X X X
عايز اشوف طلبي المعتاد,X X X X
ابي الحجم الصغير,X X ItemSize
ممكن تعملي update لارقام الموبايل المتسجلة عندكوا عالسيستم,X X X X X X X X
الاوردر هيخلص في قد ايه,X X X X X
من فضلك تضيفلي رقم موبايلي الجديد,X X X X X X
شلون بضيف عنوان جديد,X X X X
ممكن تبعتلي تفصيل الاوردر بتاعي,X X X X X
فيني شوف منيو الشوربة,X X X MenuName
صار لي ساعه طالبه وللحين الطلب ما انرسل للمطعم,X X X X X X X X X
مكرونة,ItemName
راح فرجيكن عنواني,X X X
ابي صمونة دياي طوالية وسط,X ItemName ItemName ItemSize ItemSize
عايزة اسأل سؤال,X X X
وينوا الاوردر تبعي,X X X
ابغى ضيف بلاصة,X X X
فيك تضيفلي 3 تبولة بليز,X X itemnumber ItemName X
العاشر,X
فيني اطلع عالمنيو بليز,X X X X
هلا شخبارك,X X
حابب ابدل اللغه الى الانجليزيه,X X X X Language
فيك تعطيني الفاتورة الحين,X X X X
عايزة ابدل عنوان البيت,X X X X
داير فى خاطرى تغيير رقم الهاتف حقى,X X X X X X X
من فضلك عايز اشوف طلبى السابق برقم 0433,X X X X X X X OrderNumber
هاي رقم التليفون الجديد لاالي 01147983465,X X X X X phone
عايز احذف عنواني لو سمحت,X X X X X
عايزة وجبة بيج تيستي,X ItemName ItemName ItemName
ممكن تبعتلي منيو وجبات الاطفال في ماكدونالدز,X X X X X X X
عايزة اضيف وجبة الميجا ماك,X X ItemName ItemName ItemName
عايز اشوف الاوردر المعتاد,X X X X
اريد الاطلاع على الاوردرات السابقة,X X X X X
ممكن امسح عنواني,X X X
لك هيدا عنواني يا زلمة,X X X X X
مع بيبسي,Include Topping_Include
اعرضلي اوردر بتاعي المفضل,X X X X
بدياك تراجعلي عالطلبات بليز,X X X X
متوسط,ItemSize
فيني اخذ الشيك الحين,X X X X
من بعد اذنك تابعلي الاوردر,X X X X X
عايزة اسجل عنوان المنزل,X X X X
ابي الشيك يا اخي,X X X X
بغيت الحساب,X X
حابب اشوف قوائم الاكل فى مدينه مراكش,X X X X X X X
حلقات بصل مقلية مع شيدر صوص لو سمحت,ItemName ItemName ItemName Include Topping_Include Topping_Include X X
بدى منك تفرجينى منيو زاد الخير,X X X X X X
عايزه شامي,X X
عايزة اشيل عنواني,X X X
شنو يعني هاي بالعربي,X X X Language
اعرضلي الكارت تبعي,X X X
ابا اذهب للقائمة الرئيسية حياك,X X X X X
عايزة اجرب التشيز برجر اكسترا صوص,X X ItemName ItemName Include Topping_Include
فيك تزودني بالمنيو من فضلك,X X X X X
ودى فى بيف برجر من غير طماطم,X X ItemName ItemName Exclude Exclude Topping_Exclude
الاوردر هيوصل في خلال قد ايه بعد اذنك,X X X X X X X X
راح اطلب 3 صمونات دياي وسط,X X itemnumber ItemName ItemName ItemSize
اعرضلي الطلبات اللي ضفتها,X X X X
بدي شي,X X
افتح قائمة تعديل البيانات,X X X X
تقدر تعاوني,X X
فيني جرب التربل بوكس بليز,X X PredefinedMealName PredefinedMealName X
عندي مشكله ان اذا الرسائل التأكيد للجوال ماتوصل ايش السبب,X X X X X X X X X X
ممكن اشوف المنيو,X X X
فيك تغيرلي رقم موبايلي الى 01147753268,X X X X X phone
رقم 10,X X
الحين,X
موافق,X
ماذا بعد حين,X X X
عايز 2 بيتزا مارجريتا حجم صغير,X itemnumber ItemName ItemName X ItemSize
فيك تزودني بالحساب,X X X
وريني الاكل الي موجود بعد اذنك,X X X X X X
فيك تحذف عنواني المسجل بليز,X X X X X
اذا بتريد تزودلي بروكلي مشوي عليه جبنة,X X X ItemName ItemName Include Topping_Include
الاكل هستلمه في خلال قد ايه,X X X X X X
شنو اهو ملخص الاوردر حقي,X X X X X
ارغب في التحدث بالانكليزية,X X X Language
عايزة اشوف الاوردرات المتسجلة,X X X X
شو الخطوة التالية,X X X
واشراك,X
ابا ضيف العنوان,X X X
ايه الحل طيب,X X X
رقم 11,X X
بغيت اعدل جوالي,X X X
اعرضلي منيو البيف برجر في ماك محي الدين,X X X X X X X X
رفيع,X
بدياك تزودني بالشيك بليز,X X X X
ابغى اضيف عنوان البيت حقي,X X X X X
ممكن توريني منيو الفطار في ماكدونالدز,X X X X X X
الأول,X
خليني شوف قائمة الطعام اذا بتريد,X X X X X X
ابغا مطفي السمك,X ItemName ItemName
اذا سمحت فيك تطلعنى على اوردر سابق برقم 857652,X X X X X X X X OrderNumber
عندي عنوان جديد,X X X
ممكن اضيف محل اقامتي الجديد,X X X X X
عايز اكل 1 باستا فيتوتشيني,X X itemnumber ItemName ItemName
ارغب في تعديل رقم الهاتف,X X X X X
الرقم المسجل بالاوردر منو صحيح فيك تغيرلي اياه لهيدا الرقم 544444,X X X X X X X X X X phone
اذا فيك تفرجيني الاوردر المفضل تبعي,X X X X X X
فيك تغير لي عنوان بيتي,X X X X X
فيك تفرجيني شو بالمنيو اليوم,X X X X X
عايز استفسر عن حاجة,X X X X
اريد الاطلاع على القائمة المفضلة,X X X X X
هادي وجبة الليتل تيستي بدي الغيها,X ItemName ItemName ItemName X X
ممكن اضيف عنوان جديد,X X X X
اعرض الطعام المفضل,X X X
151612 فاضل عليه قد ايه,OrderNumber X X X X
ابغى احذف عنواني,X X X
عسلامه,X
عايزة اعدل رقم تليفوني,X X X X
شو المرحلة القادمة,X X X
اذا بدك تفرجيني الكارت تبعي,X X X X X
عندكوا عروض جديدة,X X X
عايز اسجل عنوان سكني,X X X X
عايز اطلب وجبة البيج تيستي,X X ItemName ItemName ItemName
انا عايزة الحساب من فضلك,X X X X X
فيني راجع عالأشيا يلي طلبتها,X X X X X
بلكي اسأل عن شي,X X X X
عندي عنوان سكن جديد,X X X X
شو الاكل يلي عندكن,X X X X
ابعتلي الكارت,X X
كنت عايزة اضيف وجبة ليتل تيستي,X X X ItemName ItemName ItemName
اتمنى منك تفرجينى مكان الاوردر بتاعى,X X X X X X
فيني اتطلع عاالأكل ياي طلبته من قبل,X X X X X X X
هسه,X
تلاتة بيج كينج ميل,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName
الطلبات ما وصلتش لحد دلوقتي,X X X X X
غيرت رقمي,X X
اقدر اضيف رقم ارضي,X X X X
خليني اسألك عا شي,X X X X
ممكن تفرجني منيو الوجبات العائلية في هارديز,X X X X X X X
ممكن اتحدث مع ممثل خدمه العملاء,X X X X X X
لو سمحت انتقل لقائمة الطعام المفضلة لدي,X X X X X X X
اسجل عنواني لو سمحت,X X X X
ابي اطلب ساندوتش بيج ماك,X X ItemName ItemName ItemName
ممكن تعرضلي منيو الوجبات الرئيسية في سبكترا,X X X X X X X
منيو المعجنات تبعكن اذا بتريد,X X X X X
بدي مساعدة اذا بدك,X X X X
اذا فيك تغيرلي رقمي,X X X X
فيك تعرضلي منيو المشروبات بستاربكس,X X X X X
اطلبلي 2 سوبر ستار لارج,X itemnumber PredefinedMealName PredefinedMealName ItemSize
انا بدي الحجم الصغير,X X X ItemSize
عايزة اغير رقم التليفون,X X X X
صار بدي امحي وجبة الميجا,X X X ItemName ItemName
الاوردر قرب يوصل,X X X
انا عايزة الفاتورة لو سمحت,X X X X X
بدي اتكلم مع شي شخص,X X X X X
يعطيك العافية ابغى اضيف رقم جوال ثاني المسجل عندك مغلق,X X X X X X X X X X
ابعتلي المنيو من فضلك,X X X X
عاوز خدمة عملاء,X X X
اذهب للخطوة التالية,X X X
عطيني قائمتي المفضلة,X X X
ازاى اغير رقم الفون بتاعى,X X X X X
وش سوي الخطوة الجاية,X X X X
احب نتفرج على مكان الاوردر تويكا,X X X X X X
فرجيني المنيو اذا بتريد,X X X X
فيك تفرجينى الطلب وصل فين,X X X X X
عايزة 4,X itemnumber
شنو موجود بالسلطات,X X MenuName
انا بدي اطلب 2 بيتزا بيبروني كبار,X X X itemnumber ItemName ItemName ItemSize
فيني حدث العنوان تبعي بليز,X X X X X
عايزة اشوف الاوردرات اللي بطلبها باستمرار,X X X X X X
ابي ضيف محل الاقامة,X X X X
عايز اسجل عنوان البيت,X X X X
محل اقامتي,X X
بدي احذف العنوان اذا سمحت,X X X X X
احذفلي الوجبة العائلية,X ItemName ItemName
فيني الغي وجبة الماك دينار اذا بتريد,X X ItemName ItemName ItemName X X
عايزة الحساب دلوقتي,X X X
بدي اذهب لقائمة تغيير البيانات,X X X X X
ابي احط عنوان الدوام لتوصيل الطلبية,X X X X X X
فيني غير رقم الجوال,X X X X
عايزة اعرف شوية حاجات من فضلك,X X X X X X
شحو رقم موبايلي,X X X
عايز اغير بياناتي المتسجلة,X X X X
فيني اخذ الحساب حقي,X X X X
كيفك ممكن تساعدنى,X X X
